name	loc_col
Parknashaw House	(0, 16, 'LOC')
Sheepwalk House	(0, 15, 'LOC')
Ballyarthur House	(0, 17, 'LOC')
Tigroney House	(0, 14, 'LOC')
Knockanree Upper	(0, 16, 'LOC')
Sporting Lodge	(0, 14, 'LOC')
Ballygriffing House	(0, 19, 'LOC')
Lamberton House	(0, 15, 'LOC')
Ballyraine House	(0, 16, 'LOC')
Woodmount House	(0, 15, 'LOC')
Mine View	(0, 9, 'LOC')
Killinskyduff House	(0, 19, 'LOC')
Templerainy House	(0, 17, 'LOC')
Lewis Ville	(0, 11, 'LOC')
Pennycomequick Bridge	(0, 21, 'LOC')
Pollaphuca	(0, 10, 'LOC')
Barranisky Cross Roads	(0, 22, 'LOC')
Snugborough House	(0, 17, 'LOC')
Ballyrogan House	(0, 16, 'LOC')
Crone House	(0, 11, 'LOC')
Ballynamona House	(0, 17, 'LOC')
Blindwood	(0, 9, 'LOC')
Jack White’s Cross Roads	(0, 24, 'LOC')
Tonlegee	(0, 8, 'LOC')
Haughtons Bridge	(0, 16, 'LOC')
Ardanairy	(0, 9, 'LOC')
Buckroney House	(0, 15, 'LOC')
Tombreen House	(0, 14, 'LOC')
Clonmullen	(0, 10, 'LOC')
Aughnaglaur River	(0, 17, 'LOC')
Coolculley River	(0, 16, 'LOC')
Riversfield House	(0, 17, 'LOC')
Ballincurra Bridge	(0, 18, 'LOC')
Fairyfield House	(0, 16, 'LOC')
Foley’s Cross Roads	(0, 19, 'LOC')
Martinstown	(0, 11, 'LOC')
Cush Cross Roads	(0, 16, 'LOC')
Martinstown House	(0, 17, 'LOC')
Balline House	(0, 13, 'LOC')
Knocktoran House	(0, 16, 'LOC')
Gibbonstown House	(0, 17, 'LOC')
Grillagh	(0, 8, 'LOC')
Miltown House	(0, 13, 'LOC')
Dunmorrisheer	(0, 13, 'LOC')
Knockderc	(0, 9, 'LOC')
Bottomstown	(0, 11, 'LOC')
Rathanny House	(0, 14, 'LOC')
Ballinvreena	(0, 12, 'LOC')
Glenlary Cottage	(0, 16, 'LOC')
Glenbrohane	(0, 11, 'LOC')
Pinker’s Cross	(0, 14, 'LOC')
Curraghrothe	(0, 12, 'LOC')
Duntryleague	(0, 12, 'LOC')
Ardrahin	(0, 8, 'LOC')
Knockanebrask Hill	(0, 18, 'LOC')
Janeville	(0, 9, 'LOC')
Galty Lodge	(0, 11, 'LOC')
Glenery	(0, 7, 'LOC')
Scarteen	(0, 8, 'LOC')
Cross of the Tree	(0, 17, 'LOC')
Ballynaveen Bridge	(0, 18, 'LOC')
Kenmare Castle	(0, 14, 'LOC')
Riverville	(0, 10, 'LOC')
Kilcullane	(0, 10, 'LOC')
Loughgur Cross	(0, 14, 'LOC')
Giants Grave	(0, 12, 'LOC')
Ballynagranagh	(0, 14, 'LOC')
Cloghansoun Bridge	(0, 18, 'LOC')
Cahercorner	(0, 11, 'LOC')
Manore River	(0, 12, 'LOC')
Cromwell Hill	(0, 13, 'LOC')
Garrydootis	(0, 11, 'LOC')
Ballyneety House	(0, 16, 'LOC')
Ballynagreanagh	(0, 15, 'LOC')
Knockaunavoher	(0, 14, 'LOC')
Knockderk	(0, 9, 'LOC')
Palatine Street	(0, 15, 'LOC')
Rathard	(0, 7, 'LOC')
Ballyfirreen House	(0, 18, 'LOC')
Oola Hills	(0, 10, 'LOC')
Kilmacogue	(0, 10, 'LOC')
Ballyvalode	(0, 11, 'LOC')
Longford Bridge	(0, 15, 'LOC')
Clonbrick	(0, 9, 'LOC')
Maelra	(0, 6, 'LOC')
Knockballyfookeen	(0, 17, 'LOC')
Knockseefin	(0, 11, 'LOC')
Crossalaght	(0, 11, 'LOC')
Wonderhill	(0, 10, 'LOC')
Rathjordan	(0, 10, 'LOC')
Mountminnett House	(0, 18, 'LOC')
Boherroe	(0, 8, 'LOC')
Longstone	(0, 9, 'LOC')
Caherline House	(0, 15, 'LOC')
Baskethill	(0, 10, 'LOC')
Sixmile Bridge	(0, 14, 'LOC')
Shelhan’s Cross	(0, 15, 'LOC')
Ballybricken	(0, 12, 'LOC')
Lombardstown House	(0, 18, 'LOC')
Caherconlish House	(0, 18, 'LOC')
Saint Lawrence	(0, 14, 'LOC')
Luddenbeg	(0, 9, 'LOC')
Clashbane	(0, 9, 'LOC')
Castle Lodge	(0, 12, 'LOC')
Pallasbeg House	(0, 15, 'LOC')
Tuogh	(0, 5, 'LOC')
Killuragh	(0, 9, 'LOC')
Old Bridge	(0, 10, 'LOC')
Sun Ville	(0, 9, 'LOC')
Cross Cottage	(0, 13, 'LOC')
Coolnapisha	(0, 11, 'LOC')
Knockouragh	(0, 11, 'LOC')
Cloonlusk	(0, 9, 'LOC')
Gortavalla	(0, 10, 'LOC')
Derraun Bridge	(0, 14, 'LOC')
Cooga	(0, 5, 'LOC')
Blackboy Bridge	(0, 15, 'LOC')
Doone Glebe	(0, 11, 'LOC')
Eyon Hill	(0, 9, 'LOC')
Boherger House	(0, 14, 'LOC')
Tobermalug	(0, 10, 'LOC')
Bohermore	(0, 9, 'LOC')
Ahabeg House	(0, 12, 'LOC')
Millbank Lodge	(0, 14, 'LOC')
Lismullane	(0, 10, 'LOC')
Kishyquirk	(0, 10, 'LOC')
Sandeville	(0, 10, 'LOC')
Thornfield House	(0, 16, 'LOC')
Ahnagh Bridge	(0, 13, 'LOC')
Killeenagarriff	(0, 15, 'LOC')
Coolnahila	(0, 10, 'LOC')
Cappanahanagh	(0, 13, 'LOC')
Laghtane	(0, 8, 'LOC')
Cappangue	(0, 9, 'LOC')
Farnanefranletin	(0, 16, 'LOC')
Ballyvorheen	(0, 12, 'LOC')
Kilduffahoo	(0, 11, 'LOC')
Kylegarve	(0, 9, 'LOC')
Lacka	(0, 5, 'LOC')
Reenavanna	(0, 10, 'LOC')
Foilycleara	(0, 11, 'LOC')
Knockastanna	(0, 12, 'LOC')
Gannavane	(0, 9, 'LOC')
Gurraghakimikeen	(0, 16, 'LOC')
Muingacree	(0, 10, 'LOC')
Vauchluce Cottage	(0, 17, 'LOC')
Glenstar	(0, 8, 'LOC')
Gortnageragh River	(0, 18, 'LOC')
Glashacloonaraveela River	(0, 25, 'LOC')
Lisnagary	(0, 9, 'LOC')
Drominboy	(0, 9, 'LOC')
Sliekanohera River	(0, 18, 'LOC')
Ahane	(0, 5, 'LOC')
Annacotty	(0, 9, 'LOC')
Ballynacounty House	(0, 19, 'LOC')
Gardenhill	(0, 10, 'LOC')
Woodpark House	(0, 14, 'LOC')
Leap of Doonass	(0, 15, 'LOC')
Castleconnell	(0, 13, 'LOC')
Gooig	(0, 5, 'LOC')
Derrylusk	(0, 9, 'LOC')
Montpelic	(0, 9, 'LOC')
Belle Isle House	(0, 16, 'LOC')
Coollisteige	(0, 12, 'LOC')
Waterpark House	(0, 15, 'LOC')
Ardataggle House	(0, 16, 'LOC')
Elliss Bridge	(0, 13, 'LOC')
Kiltroughil	(0, 11, 'LOC')
Ardeloony River	(0, 15, 'LOC')
Ballymoloney Wood	(0, 17, 'LOC')
Garraunlay	(0, 10, 'LOC')
Ballyvorney	(0, 11, 'LOC')
Clarisford House	(0, 16, 'LOC')
Aillemore	(0, 9, 'LOC')
Glennagalliagh Mountain	(0, 23, 'LOC')
Cragnamurragh	(0, 13, 'LOC')
Crag	(0, 4, 'LOC')
Coumnagun River	(0, 15, 'LOC')
Ballycuogaran	(0, 13, 'LOC')
Rinnaman Point	(0, 14, 'LOC')
Ballyheer	(0, 9, 'LOC')
Tinarana Bay	(0, 12, 'LOC')
Carrowgar Bay	(0, 13, 'LOC')
Farran Point	(0, 12, 'LOC')
Carrowgar	(0, 9, 'LOC')
Cornagnoe Valley	(0, 16, 'LOC')
Ballylaghnan	(0, 12, 'LOC')
Garryweare	(0, 10, 'LOC')
Ogonnelloe	(0, 10, 'LOC')
Caher Mountain	(0, 14, 'LOC')
Ballymalone	(0, 11, 'LOC')
Knocknagower	(0, 12, 'LOC')
Banglasha	(0, 9, 'LOC')
Rahen House	(0, 11, 'LOC')
Drewsborough House	(0, 18, 'LOC')
Glencoshabinnia	(0, 15, 'LOC')
Knockastaheen	(0, 13, 'LOC')
Rossbog	(0, 7, 'LOC')
Woodville House	(0, 15, 'LOC')
Riversdale	(0, 10, 'LOC')
Stagdale Bridge	(0, 15, 'LOC')
Castlereagh Lodge	(0, 17, 'LOC')
Carrigeenina	(0, 12, 'LOC')
Lisvarrinane	(0, 12, 'LOC')
The Steeple	(0, 11, 'LOC')
Ardloman Court	(0, 14, 'LOC')
Ballynamrossagh	(0, 15, 'LOC')
Moorabbey Hill	(0, 14, 'LOC')
Ballywire House	(0, 15, 'LOC')
Kilross	(0, 7, 'LOC')
Mount Bruis	(0, 11, 'LOC')
Rathkea	(0, 7, 'LOC')
Knockardan Cross Roads	(0, 22, 'LOC')
Shronell House	(0, 14, 'LOC')
Aughadareen Bridge	(0, 18, 'LOC')
Drumcomoge River	(0, 16, 'LOC')
Ballyvistea	(0, 11, 'LOC')
Ballyhane	(0, 9, 'LOC')
Rodus Bridge	(0, 12, 'LOC')
Duncummin	(0, 9, 'LOC')
Ballynacree House	(0, 17, 'LOC')
Clashdrumsmith	(0, 14, 'LOC')
Ballinard Cross	(0, 15, 'LOC')
Ballygodboy	(0, 11, 'LOC')
Danerville	(0, 10, 'LOC')
Clonpet	(0, 7, 'LOC')
Peysborough House	(0, 17, 'LOC')
Kingswell House	(0, 15, 'LOC')
Boheratreem Cross Roads	(0, 23, 'LOC')
Rossadrehid	(0, 11, 'LOC')
Sturrakeen	(0, 10, 'LOC')
Ardane	(0, 6, 'LOC')
Ballydavid Wood	(0, 15, 'LOC')
Ballyvirane	(0, 11, 'LOC')
Toureen Wood	(0, 12, 'LOC')
Rathdermot	(0, 10, 'LOC')
Carriganagh	(0, 11, 'LOC')
Slieveanard	(0, 11, 'LOC')
Aherlow Castle	(0, 14, 'LOC')
Ara Bridge	(0, 10, 'LOC')
Roheen	(0, 6, 'LOC')
Cappa Old	(0, 9, 'LOC')
Aughnagawer Cross Roads	(0, 23, 'LOC')
Kilshane	(0, 8, 'LOC')
Fawnagowan	(0, 10, 'LOC')
Casdanagan Manor	(0, 16, 'LOC')
Knockballynoe	(0, 13, 'LOC')
Ballyhusty	(0, 10, 'LOC')
Ross Cottage	(0, 12, 'LOC')
Kilfeakle	(0, 9, 'LOC')
Rathduff Cottage	(0, 16, 'LOC')
Bawnbrack	(0, 9, 'LOC')
Rathcloneen House	(0, 17, 'LOC')
Grantstow Hall	(0, 14, 'LOC')
Golden Hills	(0, 12, 'LOC')
Ballinaclogh House	(0, 18, 'LOC')
Mogh	(0, 4, 'LOC')
Mount William	(0, 13, 'LOC')
Friarsfield	(0, 11, 'LOC')
Cunningham’s Cross Roads	(0, 24, 'LOC')
Stokaun	(0, 7, 'LOC')
Shanaballymore	(0, 14, 'LOC')
Pope’s Bridge	(0, 13, 'LOC')
Cauteen Bridge	(0, 14, 'LOC')
Bananalleen	(0, 11, 'LOC')
Ballyhane Bridge	(0, 16, 'LOC')
Ballyryan	(0, 9, 'LOC')
Cauteen River	(0, 13, 'LOC')
Morpeth Bridge	(0, 14, 'LOC')
Goldengarden	(0, 12, 'LOC')
Coolacussane	(0, 12, 'LOC')
Hawarden Bridge	(0, 15, 'LOC')
Ballynchinch	(0, 12, 'LOC')
Camus Bridge	(0, 12, 'LOC')
Camus Park	(0, 10, 'LOC')
Clonbonane House	(0, 16, 'LOC')
Shanballyduff House	(0, 19, 'LOC')
Rahcoun Hall	(0, 12, 'LOC')
Castlelake	(0, 10, 'LOC')
Kitlenure Castle	(0, 16, 'LOC')
Caherabbey Cottage	(0, 18, 'LOC')
Killemby Lodge	(0, 14, 'LOC')
Knockacolla	(0, 11, 'LOC')
Kedrah	(0, 6, 'LOC')
Kilmoyler Cross Roads	(0, 21, 'LOC')
Ballydrehid	(0, 11, 'LOC')
Toureen House	(0, 13, 'LOC')
Knockgaffon	(0, 11, 'LOC')
Drangan House	(0, 13, 'LOC')
Derrycloney	(0, 11, 'LOC')
Kilnacask Bridge	(0, 16, 'LOC')
Masterstown	(0, 11, 'LOC')
Hyinenstown	(0, 11, 'LOC')
Outeragh House	(0, 14, 'LOC')
Outeragh	(0, 8, 'LOC')
Ballyslatteen House	(0, 19, 'LOC')
Lagganstown	(0, 11, 'LOC')
Belle Vue	(0, 9, 'LOC')
Danganandargan	(0, 14, 'LOC')
Killeenasteerna	(0, 15, 'LOC')
Faheen Cross Roads	(0, 18, 'LOC')
Grene Park	(0, 10, 'LOC')
Kilbreedy	(0, 9, 'LOC')
Forte Edward	(0, 12, 'LOC')
Cappanarragh	(0, 12, 'LOC')
Clone Bridge	(0, 12, 'LOC')
Victoria Bridge	(0, 15, 'LOC')
Anghnaglanny River	(0, 18, 'LOC')
Rossmore Bridge	(0, 15, 'LOC')
Maudemount Cross Roads	(0, 22, 'LOC')
Ballysheeda	(0, 11, 'LOC')
Gortussa	(0, 8, 'LOC')
Scarrough Bridge	(0, 16, 'LOC')
Barraden	(0, 8, 'LOC')
Bahyvira	(0, 8, 'LOC')
Moanvaun	(0, 8, 'LOC')
Kilbeg House	(0, 12, 'LOC')
Glashanailor Bridge	(0, 19, 'LOC')
Cahernahallia	(0, 13, 'LOC')
Knockanavar	(0, 11, 'LOC')
Cahernahallia River	(0, 19, 'LOC')
Inchinsquillib	(0, 14, 'LOC')
Glengar House	(0, 13, 'LOC')
Gortnageragh	(0, 12, 'LOC')
Foildarg	(0, 8, 'LOC')
Glenpaudeen	(0, 11, 'LOC')
Ring Hill	(0, 9, 'LOC')
Glenough Lower	(0, 14, 'LOC')
Glenough Upper	(0, 14, 'LOC')
Laghtseefin	(0, 11, 'LOC')
Curraglanarley	(0, 14, 'LOC')
Nanny’s Cross Roads	(0, 19, 'LOC')
Boolanunane	(0, 11, 'LOC')
Anglesry Bridge	(0, 15, 'LOC')
Laghile	(0, 7, 'LOC')
Knocknabansha	(0, 13, 'LOC')
Knockmaroe	(0, 10, 'LOC')
Three Trees	(0, 11, 'LOC')
Creehennan	(0, 10, 'LOC')
Glencaw	(0, 7, 'LOC')
Glencaw Hill	(0, 12, 'LOC')
Vances Point	(0, 12, 'LOC')
Croaghmore	(0, 10, 'LOC')
Pensylvania	(0, 11, 'LOC')
Tavash Hill	(0, 11, 'LOC')
Lake Fad	(0, 8, 'LOC')
Craigawaddykeagh	(0, 16, 'LOC')
Crockbrack	(0, 10, 'LOC')
Crockroosky	(0, 11, 'LOC')
Drumnasade	(0, 10, 'LOC')
Falmore House	(0, 13, 'LOC')
Straruddan	(0, 10, 'LOC')
Crockaughrim	(0, 12, 'LOC')
Lag	(0, 3, 'LOC')
Crockaulin	(0, 10, 'LOC')
Craignamaddy	(0, 12, 'LOC')
Crocknabronla	(0, 13, 'LOC')
Ballybrack House	(0, 16, 'LOC')
Pound Town	(0, 10, 'LOC')
Crockalaghta	(0, 12, 'LOC')
Green Castle	(0, 12, 'LOC')
Balbane Head	(0, 12, 'LOC')
Glenane Hill	(0, 12, 'LOC')
Crocklummon	(0, 11, 'LOC')
Long Glen River	(0, 15, 'LOC')
Crocknamerragh	(0, 14, 'LOC')
Falmore	(0, 7, 'LOC')
Ballintroohan	(0, 13, 'LOC')
Crockduff	(0, 9, 'LOC')
Ballymagaraghy	(0, 14, 'LOC')
Croaghdoo	(0, 9, 'LOC')
Drumaville	(0, 10, 'LOC')
Kindroghed	(0, 10, 'LOC')
Clogherny	(0, 9, 'LOC')
Bishops Hill	(0, 12, 'LOC')
Rubonid Point	(0, 13, 'LOC')
Templemoyle	(0, 11, 'LOC')
Carthage House	(0, 14, 'LOC')
Carthage Mountain	(0, 17, 'LOC')
Culkeeny	(0, 8, 'LOC')
Carricknadreelagh	(0, 17, 'LOC')
Croaghglengad	(0, 13, 'LOC')
Glendooskert	(0, 12, 'LOC')
Binnanea	(0, 8, 'LOC')
Rathkennan	(0, 10, 'LOC')
Hough	(0, 5, 'LOC')
Rathkennan Bridge	(0, 17, 'LOC')
Whitefort House	(0, 15, 'LOC')
Derrymore Bridge	(0, 16, 'LOC')
Cloonyross Cross Roads	(0, 22, 'LOC')
Ballyoughter Bridge	(0, 19, 'LOC')
Mulgrave Bridge	(0, 15, 'LOC')
Ballynera House	(0, 15, 'LOC')
Coolkill	(0, 8, 'LOC')
Beakstown	(0, 9, 'LOC')
Raheen Park	(0, 11, 'LOC')
Garranmore	(0, 10, 'LOC')
Roskeen House	(0, 13, 'LOC')
Farneybridge River	(0, 18, 'LOC')
Drum Wood	(0, 9, 'LOC')
Gortaculrush	(0, 12, 'LOC')
Drumminnagleagh Bridge	(0, 22, 'LOC')
Grossage House	(0, 14, 'LOC')
Aishanboe	(0, 9, 'LOC')
Shanaballyduff	(0, 14, 'LOC')
Foilagoule	(0, 10, 'LOC')
Falleennafinoga	(0, 15, 'LOC')
Knockacachanduff Commons	(0, 24, 'LOC')
Owenbeg	(0, 7, 'LOC')
Finnahy	(0, 7, 'LOC')
Gortnahalla	(0, 11, 'LOC')
Rathcardan	(0, 10, 'LOC')
Heigh	(0, 5, 'LOC')
Drumgill	(0, 8, 'LOC')
Monroe Bridge	(0, 13, 'LOC')
Fishmoyne River	(0, 15, 'LOC')
Clon	(0, 4, 'LOC')
Annfield	(0, 8, 'LOC')
Kilfithmone Cross Roads	(0, 23, 'LOC')
Brookley House	(0, 14, 'LOC')
Gortalough	(0, 10, 'LOC')
Garrangrena Lower	(0, 17, 'LOC')
Currabaha Cross	(0, 15, 'LOC')
Grange Lough	(0, 12, 'LOC')
Cooleen	(0, 7, 'LOC')
Ballydaff	(0, 9, 'LOC')
Hunts Grove	(0, 11, 'LOC')
Riverfield House	(0, 16, 'LOC')
Ballylaine Cross Roads	(0, 22, 'LOC')
Templederry	(0, 11, 'LOC')
Gortnagowna	(0, 11, 'LOC')
Granavone	(0, 9, 'LOC')
Gaffanakilka	(0, 12, 'LOC')
Knockaviltoge	(0, 13, 'LOC')
Gleninchinaveigh	(0, 16, 'LOC')
Foilhaman	(0, 9, 'LOC')
Knockfune	(0, 9, 'LOC')
Knocknascreggan	(0, 15, 'LOC')
Curreeny Cross	(0, 14, 'LOC')
Moher Hill	(0, 10, 'LOC')
Cooleenduff Bridge	(0, 18, 'LOC')
Anglesey Road	(0, 13, 'LOC')
Knockteige	(0, 10, 'LOC')
Ballycarn	(0, 9, 'LOC')
Curreeny Commons	(0, 16, 'LOC')
Knockaphortaderg	(0, 16, 'LOC')
Cooneen Hill	(0, 12, 'LOC')
Bolingbrook	(0, 11, 'LOC')
Mucklin	(0, 7, 'LOC')
Curryquin	(0, 9, 'LOC')
Ballincurra Hill	(0, 16, 'LOC')
Bennett’s Bridge	(0, 16, 'LOC')
Foilnamuck	(0, 10, 'LOC')
Foilduff	(0, 8, 'LOC')
Bealaclave	(0, 10, 'LOC')
Culley Rocks	(0, 12, 'LOC')
Derrygareen	(0, 11, 'LOC')
Seraggeen	(0, 9, 'LOC')
Clare Bridge	(0, 12, 'LOC')
Derryleigh House	(0, 16, 'LOC')
Mackney	(0, 7, 'LOC')
Rossaguile Bridge	(0, 17, 'LOC')
Small River	(0, 11, 'LOC')
Doonane River	(0, 13, 'LOC')
Shanballyedmond	(0, 15, 'LOC')
Coonmore	(0, 8, 'LOC')
Mount Philips	(0, 13, 'LOC')
Drumbaun	(0, 8, 'LOC')
Ballynahinch	(0, 12, 'LOC')
Birdhill House	(0, 14, 'LOC')
Ballycahane	(0, 11, 'LOC')
Cragg	(0, 5, 'LOC')
Crishangagh	(0, 11, 'LOC')
Ciamaltha House	(0, 15, 'LOC')
Ballyhourigan Wood	(0, 18, 'LOC')
Annaboty	(0, 8, 'LOC')
Cool Bridge	(0, 11, 'LOC')
Incha Beg	(0, 9, 'LOC')
Deanan’s Hill	(0, 13, 'LOC')
Labbadiha Bridge	(0, 16, 'LOC')
Ballyea North	(0, 13, 'LOC')
Caraghmore	(0, 10, 'LOC')
Coum Hill	(0, 9, 'LOC')
Coumbeg	(0, 7, 'LOC')
Curriggal	(0, 9, 'LOC')
Pallas More	(0, 11, 'LOC')
Tountinna	(0, 9, 'LOC')
Laghtea Hill	(0, 12, 'LOC')
Cloneybrien House	(0, 17, 'LOC')
Youghal River	(0, 13, 'LOC')
Newtown River	(0, 13, 'LOC')
Shannonville	(0, 12, 'LOC')
Ballycarridoge	(0, 14, 'LOC')
Landsdown House	(0, 15, 'LOC')
Cronnagh House	(0, 14, 'LOC')
Hogans Pass	(0, 11, 'LOC')
Ballyartello Bridge	(0, 19, 'LOC')
Monsea	(0, 6, 'LOC')
Richmond House	(0, 14, 'LOC')
Brook Watson House	(0, 18, 'LOC')
Nenagh Bridge	(0, 13, 'LOC')
Wellington House	(0, 16, 'LOC')
Gortlandroe	(0, 11, 'LOC')
Gourdeen Bridge	(0, 15, 'LOC')
Ballynwear House	(0, 16, 'LOC')
South Hill House	(0, 16, 'LOC')
Rapia Cross Roads	(0, 17, 'LOC')
Gortnagowth	(0, 11, 'LOC')
The Hill Houses	(0, 15, 'LOC')
Shallee Cross Roads	(0, 19, 'LOC')
Garryard	(0, 8, 'LOC')
Capparoe	(0, 8, 'LOC')
Carrow Cross	(0, 12, 'LOC')
Happygrove House	(0, 16, 'LOC')
Dolla	(0, 5, 'LOC')
Brindleys Bridge	(0, 16, 'LOC')
Boolteen	(0, 8, 'LOC')
Kilriffen	(0, 9, 'LOC')
Crockraun	(0, 9, 'LOC')
Fownlough	(0, 9, 'LOC')
Balllintogher House	(0, 19, 'LOC')
Five Alley	(0, 10, 'LOC')
Tyrone Abbey	(0, 12, 'LOC')
Lissatunny	(0, 10, 'LOC')
Bayly Farm	(0, 10, 'LOC')
Ballygarveen House	(0, 18, 'LOC')
Ballycrenode House	(0, 18, 'LOC')
Kilkeary Cross Roads	(0, 20, 'LOC')
Knockaunkennedy	(0, 15, 'LOC')
Knockalton House	(0, 16, 'LOC')
Knockcraheen Hill	(0, 17, 'LOC')
Grenanstown House	(0, 17, 'LOC')
Knockadigeen	(0, 12, 'LOC')
Rathfalla	(0, 9, 'LOC')
Ballintotty River	(0, 17, 'LOC')
Norwood	(0, 7, 'LOC')
Lisgarode	(0, 9, 'LOC')
Lissanisky House	(0, 16, 'LOC')
Ballinree	(0, 9, 'LOC')
Hackstown Bridge	(0, 16, 'LOC')
Ballygibbon House	(0, 17, 'LOC')
Elmhill House	(0, 13, 'LOC')
Riverlawn House	(0, 15, 'LOC')
Knock Cross Roads	(0, 17, 'LOC')
Camira	(0, 6, 'LOC')
Falleen House	(0, 13, 'LOC')
Millgrove House	(0, 15, 'LOC')
Garrynafana	(0, 11, 'LOC')
Clonalea	(0, 8, 'LOC')
Kyleroe Wood	(0, 12, 'LOC')
Blean House	(0, 11, 'LOC')
Monanore	(0, 8, 'LOC')
Poulakerry	(0, 10, 'LOC')
Killanafinch	(0, 12, 'LOC')
Sallypark	(0, 9, 'LOC')
Bigpark	(0, 7, 'LOC')
Latteragh	(0, 9, 'LOC')
Latteragh House	(0, 15, 'LOC')
Knocknabrogue	(0, 13, 'LOC')
Rosdrehia	(0, 9, 'LOC')
Cullenwane Cross Roads	(0, 22, 'LOC')
Laren Vale	(0, 10, 'LOC')
Thorn Vale	(0, 10, 'LOC')
Barnagrotty House	(0, 17, 'LOC')
Aghnamealdle House	(0, 18, 'LOC')
Knockanora	(0, 10, 'LOC')
Goldings Cross	(0, 14, 'LOC')
Knockagh	(0, 8, 'LOC')
Balltroveny	(0, 11, 'LOC')
Garagoyle House	(0, 15, 'LOC')
Coologe	(0, 7, 'LOC')
Knockahilligan	(0, 14, 'LOC')
Borrisnafarney	(0, 14, 'LOC')
Kilduff Mountain	(0, 16, 'LOC')
Ahgmore Bridge	(0, 14, 'LOC')
Cloncannon	(0, 10, 'LOC')
Knockannoge	(0, 11, 'LOC')
Borrisnoe Mountain	(0, 18, 'LOC')
Borrisnoe	(0, 9, 'LOC')
Honeymount House	(0, 16, 'LOC')
Loughan House	(0, 13, 'LOC')
Castleroar	(0, 10, 'LOC')
Bouladuff	(0, 9, 'LOC')
Barracurragh	(0, 12, 'LOC')
Nodstown House	(0, 14, 'LOC')
Boherlahan	(0, 10, 'LOC')
Whiteland Cross Roads	(0, 21, 'LOC')
Barina	(0, 6, 'LOC')
Westgrove House	(0, 15, 'LOC')
Levally	(0, 7, 'LOC')
Shanballyard House	(0, 18, 'LOC')
Glennagat	(0, 9, 'LOC')
Loughkent House	(0, 15, 'LOC')
Ballygerald East	(0, 16, 'LOC')
Tooloone	(0, 8, 'LOC')
Newchapel	(0, 9, 'LOC')
Ballyveelish	(0, 12, 'LOC')
Knockeevan House	(0, 16, 'LOC')
Castle Blake	(0, 12, 'LOC')
Marlhill House	(0, 14, 'LOC')
Rockwell College	(0, 16, 'LOC')
Attykit	(0, 7, 'LOC')
Rosegreen	(0, 9, 'LOC')
Rathsallagh	(0, 11, 'LOC')
Lowesgreen House	(0, 16, 'LOC')
Prite’s Lot	(0, 11, 'LOC')
Lyonstown House	(0, 15, 'LOC')
Ballyduagh House	(0, 16, 'LOC')
Kilbragh	(0, 8, 'LOC')
Rathbrit	(0, 8, 'LOC')
Kilsallagh	(0, 10, 'LOC')
Ballyfowloo	(0, 11, 'LOC')
Rathordan	(0, 9, 'LOC')
Garraun House	(0, 13, 'LOC')
Tullamain Castle	(0, 16, 'LOC')
Knockbrit	(0, 9, 'LOC')
Farranaleen	(0, 11, 'LOC')
Rocklow Hall	(0, 12, 'LOC')
Brodeen	(0, 7, 'LOC')
Colman	(0, 6, 'LOC')
Clonacody House	(0, 15, 'LOC')
Ballincoe	(0, 9, 'LOC')
Giantsgrave	(0, 11, 'LOC')
Rathconan	(0, 9, 'LOC')
Orchardstown House	(0, 18, 'LOC')
Annsfort	(0, 8, 'LOC')
Mullenaranky	(0, 12, 'LOC')
Ballyvaughan	(0, 12, 'LOC')
Milltownbritton	(0, 15, 'LOC')
Grangebeg	(0, 9, 'LOC')
Grove Wood	(0, 10, 'LOC')
Killavally Wood	(0, 15, 'LOC')
Bannistown House	(0, 16, 'LOC')
Loughcapple Bridge	(0, 18, 'LOC')
Anner Castle	(0, 12, 'LOC')
Templeetney	(0, 11, 'LOC')
Lisnatubbrid	(0, 12, 'LOC')
Killusty	(0, 8, 'LOC')
Killusty Castle	(0, 15, 'LOC')
Melbourne Bridge	(0, 16, 'LOC')
Friarsgrange	(0, 12, 'LOC')
Bennes Hill	(0, 11, 'LOC')
Saucestown Bridge	(0, 17, 'LOC')
Kilnockan Hill	(0, 14, 'LOC')
Knockkelly House	(0, 16, 'LOC')
Peppardstown House	(0, 18, 'LOC')
Ballyglasheen House	(0, 19, 'LOC')
Ballyknockine House	(0, 19, 'LOC')
Ballyknockine Lodge	(0, 19, 'LOC')
Bawndunhill	(0, 11, 'LOC')
Tullohed	(0, 8, 'LOC')
Ballynacloon	(0, 12, 'LOC')
South Lodge	(0, 11, 'LOC')
Kylanoreashy	(0, 12, 'LOC')
Lissadober	(0, 10, 'LOC')
Ballynakill Castle	(0, 18, 'LOC')
Ballinurra	(0, 10, 'LOC')
Cloghapistole	(0, 13, 'LOC')
Brenormore House	(0, 16, 'LOC')
Mullennaglogh	(0, 13, 'LOC')
Carrigadoon Hill	(0, 16, 'LOC')
Castle John	(0, 11, 'LOC')
Anghvaneen	(0, 10, 'LOC')
Newtown Lower	(0, 13, 'LOC')
Glennaskagh	(0, 11, 'LOC')
Carrigmaclea	(0, 12, 'LOC')
Carrignagapple	(0, 14, 'LOC')
Carrickabrock	(0, 13, 'LOC')
Knockalainna	(0, 12, 'LOC')
Cloran New	(0, 10, 'LOC')
Gurtnapisha	(0, 11, 'LOC')
Kylatlea	(0, 8, 'LOC')
Cappaghmore	(0, 11, 'LOC')
