street_name	loc_col
SAINT ANNE'S COURT	(0, 18, 'LOC')
SAINT ANNE'S AVENUE	(0, 19, 'LOC')
SAINT ANNE'S DRIVE	(0, 18, 'LOC')
SAINT ANNE'S ROAD	(0, 17, 'LOC')
SAINT ANNE'S ROAD SOUTH	(0, 23, 'LOC')
SAINT ANNE'S TERRACE	(0, 20, 'LOC')
SAINT ANTHONY'S ROAD	(0, 20, 'LOC')
SAINT ANTHONY'S ROAD	(0, 20, 'LOC')
SAINT ASSAM'S AVENUE	(0, 20, 'LOC')
SAINT ASSAM'S DRIVE	(0, 19, 'LOC')
SAINT ASSAM'S PARK	(0, 18, 'LOC')
SAINT ASSAM'S ROAD EAST	(0, 23, 'LOC')
SAINT ASSAM'S ROAD WEST	(0, 23, 'LOC')
SAINT ATTRACTA ROAD	(0, 19, 'LOC')
SAINT AUDOENS ARCH	(0, 18, 'LOC')
SAINT AUDOEN'S TERRACE	(0, 22, 'LOC')
SAINT AUGUSTINE STREET	(0, 22, 'LOC')
SAINT AUGUSTINE STREET	(0, 22, 'LOC')
SAINT BARNABAS GARDENS	(0, 22, 'LOC')
SAINT BENEDICT'S GARDENS	(0, 24, 'LOC')
SAINT BRENDANS AVENUE	(0, 21, 'LOC')
SAINT BRENDAN'S COTTAGES	(0, 24, 'LOC')
SAINT BRENDANS DRIVE	(0, 20, 'LOC')
SAINT BRENDANS PARK	(0, 19, 'LOC')
SAINT BRENDANS ROAD	(0, 19, 'LOC')
SAINT BRENDANS TERRACE	(0, 22, 'LOC')
SAINT BRICIN'S PARK	(0, 19, 'LOC')
SAINT BRIGID'S AVENUE	(0, 21, 'LOC')
SAINT BRIGID'S COTTAGES	(0, 23, 'LOC')
SAINT BRIGIDS COURT	(0, 19, 'LOC')
SAINT BRIGID'S CRESCENT	(0, 23, 'LOC')
SAINT BRIGID'S DRIVE	(0, 20, 'LOC')
SAINT BRIGID'S ROAD	(0, 19, 'LOC')
SAINT BRIGID'S ROAD	(0, 19, 'LOC')
SAINT BRIGID'S ROAD LOWER	(0, 25, 'LOC')
SAINT BRIGID'S ROAD UPPER	(0, 25, 'LOC')
SAINT BROC'S COTTAGES	(0, 21, 'LOC')
SAINT CANICES PARK	(0, 18, 'LOC')
SAINT CANICES ROAD	(0, 18, 'LOC')
SAINT CANICES ROAD	(0, 18, 'LOC')
SAINT CATHERINE'S AVENUE	(0, 24, 'LOC')
SAINT CATHERINE'S LANE WEST	(0, 27, 'LOC')
SAINT CLARE'S AVENUE	(0, 20, 'LOC')
SAINT CLEMENTS ROAD	(0, 19, 'LOC')
SAINT COLUMBAS ROAD LOWER	(0, 25, 'LOC')
SAINT COLUMBAS ROAD UPPER	(0, 25, 'LOC')
SAINT DAVID'S PARK	(0, 18, 'LOC')
SAINT DAVID'S WOOD	(0, 18, 'LOC')
SAINT DAVIDS	(0, 12, 'LOC')
SAINT DAVID'S TERRACE	(0, 21, 'LOC')
SAINT DAVID'S TERRACE	(0, 21, 'LOC')
SAINT DECLAN'S ROAD	(0, 19, 'LOC')
SAINT DECLAN'S TERRACE	(0, 22, 'LOC')
SAINT DONAGH'S CRESCENT	(0, 23, 'LOC')
SAINT DONAGH'S PARK	(0, 19, 'LOC')
SAINT DONAGH'S ROAD	(0, 19, 'LOC')
SAINT EITHNE ROAD	(0, 17, 'LOC')
SAINT ENDAS ROAD	(0, 16, 'LOC')
SAINT FINBAR ROAD	(0, 17, 'LOC')
SAINT FINTAN ROAD	(0, 17, 'LOC')
SAINT FINTAN TERRACE	(0, 20, 'LOC')
SAINT FRANCIS SQUARE	(0, 20, 'LOC')
SAINT GABRIEL'S ROAD	(0, 20, 'LOC')
SAINT GEORGES AVENUE	(0, 20, 'LOC')
SAINT GEORGES VILLAS	(0, 20, 'LOC')
SAINT HELENA'S COURT	(0, 20, 'LOC')
SAINT HELENA'S DRIVE	(0, 20, 'LOC')
SAINT HELENA'S ROAD	(0, 19, 'LOC')
SAINT IGNATIUS AVENUE	(0, 21, 'LOC')
SAINT IGNATIUS ROAD	(0, 19, 'LOC')
SAINT ITA'S ROAD	(0, 16, 'LOC')
SAINT JAMES'S AVENUE	(0, 20, 'LOC')
SAINT JAMES'S AVENUE	(0, 20, 'LOC')
SAINT JAMES'S PLACE	(0, 19, 'LOC')
SAINT JAMES'S TERRACE	(0, 21, 'LOC')
SAINT JAMES'S TERRACE	(0, 21, 'LOC')
SAINT JAMES WALK	(0, 16, 'LOC')
SAINT JARLATH ROAD	(0, 18, 'LOC')
SAINT JOHNS	(0, 11, 'LOC')
SAINT JOHN'S AVENUE	(0, 19, 'LOC')
SAINT JOHNS ROAD	(0, 16, 'LOC')
SAINT JOHN'S ROAD WEST	(0, 22, 'LOC')
SAINT JOHNS WOOD	(0, 16, 'LOC')
SAINT JOSEPH'S AVENUE	(0, 21, 'LOC')
SAINT JOSEPH'S AVENUE	(0, 21, 'LOC')
SAINT JOSEPH'S PARADE	(0, 21, 'LOC')
SAINT JOSEPH'S PLACE	(0, 20, 'LOC')
SAINT JOSEPH'S PLACE	(0, 20, 'LOC')
SAINT JOSEPH'S ROAD	(0, 19, 'LOC')
SAINT JOSEPHS SQUARE	(0, 20, 'LOC')
SAINT JOSEPHS SQUARE	(0, 20, 'LOC')
SAINT JOSEPH STREET	(0, 19, 'LOC')
SAINT JOSEPHS TERRACE	(0, 21, 'LOC')
SAINT JOSEPHS TERRACE	(0, 21, 'LOC')
SAINT JOSEPHS VILLAS	(0, 20, 'LOC')
SAINT KEVIN'S AVENUE	(0, 20, 'LOC')
SAINT KEVIN'S COTTAGES	(0, 22, 'LOC')
SAINT KEVIN'S COTTAGES	(0, 22, 'LOC')
SAINT KEVIN'S GARDENS	(0, 21, 'LOC')
SAINT KEVIN'S GARDENS	(0, 21, 'LOC')
SAINT KEVIN'S PARADE	(0, 20, 'LOC')
SAINT KEVIN'S PARK	(0, 18, 'LOC')
SAINT KEVIN'S ROAD	(0, 18, 'LOC')
SAINT LAURENCE PLACE EAST	(0, 25, 'LOC')
SAINT LAURENCE PLACE	(0, 20, 'LOC')
SAINT LAURENCE ROAD	(0, 19, 'LOC')
SAINT LAURENCE ROAD	(0, 19, 'LOC')
SAINT LAWRENCE ROAD	(0, 19, 'LOC')
SAINT MAGDALEN TERRACE	(0, 22, 'LOC')
SAINT MALACHY ROAD	(0, 18, 'LOC')
SAINT MARGARET'S AVENUE	(0, 23, 'LOC')
SAINT MARGARETS AVENUE	(0, 22, 'LOC')
SAINT MARGARETS AVENUE	(0, 22, 'LOC')
SAINT MARGARET'S ROAD	(0, 21, 'LOC')
SAINT MARGARET'S ROAD	(0, 21, 'LOC')
SAINT MARGARET'S TERRACE	(0, 24, 'LOC')
SAINT MARTIN'S DRIVE	(0, 20, 'LOC')
SAINT MARTIN'S PARK	(0, 19, 'LOC')
SAINT MARY'S ROAD	(0, 17, 'LOC')
SAINT MARY'S AVENUE NORTH	(0, 25, 'LOC')
SAINT MARYS AVENUE WEST	(0, 23, 'LOC')
SAINT MARYS CRESCENT	(0, 20, 'LOC')
SAINT MARYS DRIVE	(0, 17, 'LOC')
SAINT MARY'S LANE	(0, 17, 'LOC')
SAINT MARYS PARK	(0, 16, 'LOC')
SAINT MARY'S PLACE NORTH	(0, 24, 'LOC')
SAINT MARY'S ROAD NORTH	(0, 23, 'LOC')
SAINT MARY'S ROAD	(0, 17, 'LOC')
SAINT MARY'S ROAD NORTH	(0, 23, 'LOC')
SAINT MARY'S TERRACE	(0, 20, 'LOC')
SAINT MARY'S TERRACE	(0, 20, 'LOC')
SAINT MICHAEL'S CLOSE	(0, 21, 'LOC')
SAINT MICHAELS HILL	(0, 19, 'LOC')
SAINT MICHAELS PLACE	(0, 20, 'LOC')
SAINT MICHAEL'S ROAD	(0, 20, 'LOC')
SAINT MICHAELS TERRACE	(0, 22, 'LOC')
SAINT MICHAN'S PLACE	(0, 20, 'LOC')
SAINT MICHAN'S STREET	(0, 21, 'LOC')
SAINT MOBHI BOITHIRIN	(0, 21, 'LOC')
SAINT MOBHI DRIVE	(0, 17, 'LOC')
SAINT MOBHI DRIVE	(0, 17, 'LOC')
SAINT MOBHI GROVE	(0, 17, 'LOC')
SAINT MOBHI ROAD	(0, 16, 'LOC')
SAINT NICHOLAS PLACE	(0, 20, 'LOC')
CHURCH LANE	(0, 11, 'LOC')
SAINT PAPPIN GREEN	(0, 18, 'LOC')
SAINT PAPPIN ROAD	(0, 17, 'LOC')
SAINT PAPPIN ROAD	(0, 17, 'LOC')
SAINT PAPPIN ROAD	(0, 17, 'LOC')
SAINT PATRICK'S PLACE	(0, 21, 'LOC')
SAINT PATRICK'S AVENUE	(0, 22, 'LOC')
SAINT PATRICK'S CLOSE	(0, 21, 'LOC')
SAINT PATRICK'S PARADE	(0, 22, 'LOC')
SAINT PATRICK'S ROAD	(0, 20, 'LOC')
SAINT PATRICK'S TERRACE	(0, 23, 'LOC')
SAINT PATRICK'S TERRACE	(0, 23, 'LOC')
SAINT PATRICK'S VILLAS	(0, 22, 'LOC')
SAINT PETER'S CLOSE	(0, 19, 'LOC')
SAINT PETERS COURT	(0, 18, 'LOC')
SAINT PETERS LANE	(0, 17, 'LOC')
SAINT PETERS ROAD	(0, 17, 'LOC')
SAINT PHILOMENA'S ROAD	(0, 22, 'LOC')
SAINT STEPHENS GREEN EAST	(0, 25, 'LOC')
SAINT STEPHENS GREEN NORTH	(0, 26, 'LOC')
SAINT STEPHENS GREEN NORTH	(0, 26, 'LOC')
SAINT STEPHENS GREEN SOUTH	(0, 26, 'LOC')
SAINT STEPHENS GREEN WEST	(0, 25, 'LOC')
SAINT TERESA PLACE	(0, 18, 'LOC')
SAINT TERESA'S ROAD	(0, 19, 'LOC')
SAINT TERESA ROAD	(0, 17, 'LOC')
SAINT TERESA'S LANE	(0, 19, 'LOC')
SAINT THOMAS ROAD	(0, 17, 'LOC')
THOMAS LANE	(0, 11, 'LOC')
SAINT VINCENT STREET NORTH	(0, 26, 'LOC')
SAINT VINCENT STREET WEST	(0, 25, 'LOC')
SALLYMOUNT AVENUE	(0, 17, 'LOC')
SALLYMOUNT GARDENS	(0, 18, 'LOC')
SALLYMOUNT TERRACE	(0, 18, 'LOC')
SAMPSONS LANE	(0, 13, 'LOC')
SIMPSONS LANE	(0, 13, 'LOC')
SANDFORD AVENUE	(0, 15, 'LOC')
SANDFORD AVENUE	(0, 15, 'LOC')
SANDFORD CLOSE	(0, 14, 'LOC')
SANDFORD GARDENS	(0, 16, 'LOC')
SANDFORD GARDENS	(0, 16, 'LOC')
SANDFORD PARK	(0, 13, 'LOC')
SANDFORD ROAD	(0, 13, 'LOC')
SANDFORD ROAD	(0, 13, 'LOC')
SANDFORD TERRACE	(0, 16, 'LOC')
SANDWITH STREET LOWER	(0, 21, 'LOC')
SANDWITH STREET UPPER	(0, 21, 'LOC')
SANDYHILL AVENUE	(0, 16, 'LOC')
SANDYHILL GARDENS	(0, 17, 'LOC')
SANDYMOUNT AVENUE	(0, 17, 'LOC')
SANDYMOUNT CASTLE DRIVE	(0, 23, 'LOC')
SANDYMOUNT CASTLE PARK	(0, 22, 'LOC')
SANDYMOUNT CASTLE ROAD	(0, 22, 'LOC')
SANDYMOUNT COURT	(0, 16, 'LOC')
SANDYMOUNT GREEN	(0, 16, 'LOC')
SANDYMOUNT GREEN	(0, 16, 'LOC')
SANDYMOUNT ROAD	(0, 15, 'LOC')
SANTRY AVENUE	(0, 13, 'LOC')
SANTRY BY-PASS	(0, 14, 'LOC')
SANTRY COURT	(0, 12, 'LOC')
SANTRY VILLAS	(0, 13, 'LOC')
SARSFIELD QUAY	(0, 14, 'LOC')
SARSFIELD ROAD	(0, 14, 'LOC')
SARSFIELD ROAD	(0, 14, 'LOC')
SARSFIELD STREET	(0, 16, 'LOC')
SAUL ROAD	(0, 9, 'LOC')
SCHOOL AVENUE	(0, 13, 'LOC')
SCHOOL STREET	(0, 13, 'LOC')
SCHOOLHOUSE LANE	(0, 16, 'LOC')
SCHOOLHOUSE LANE	(0, 16, 'LOC')
SCHOOLHOUSE LANE EAST	(0, 21, 'LOC')
SCHOOLHOUSE LANE WEST	(0, 21, 'LOC')
SCRIBBLESTOWN LANE	(0, 18, 'LOC')
SEACOURT ESTATE	(0, 15, 'LOC')
SEAFIELD AVENUE	(0, 15, 'LOC')
SEAFIELD AVENUE	(0, 15, 'LOC')
SEAFIELD DOWNS	(0, 14, 'LOC')
SEAFIELD GROVE	(0, 14, 'LOC')
SEAFIELD ROAD EAST	(0, 18, 'LOC')
SEAFIELD ROAD EAST	(0, 18, 'LOC')
SEAFIELD ROAD WEST	(0, 18, 'LOC')
SEAFORT AVENUE	(0, 14, 'LOC')
SEAFORT AVENUE	(0, 14, 'LOC')
SEAFORT COTTAGES	(0, 16, 'LOC')
SEAFORT GARDENS	(0, 15, 'LOC')
SEAFORT TERRACE	(0, 15, 'LOC')
SEAFORT TERRACE	(0, 15, 'LOC')
SEAFORT VILLAS	(0, 14, 'LOC')
SEAMUS ENNIS ROAD	(0, 17, 'LOC')
SEAN HEUSTON BRIDGE	(0, 19, 'LOC')
SEAN MAC DERMOTT STREET LOWER	(0, 29, 'LOC')
SEAN MAC DERMOTT STREET UPPER	(0, 29, 'LOC')
SEAN MOORE ROAD	(0, 15, 'LOC')
SEAN O' CASEY AVENUE	(0, 20, 'LOC')
SEAPARK DRIVE	(0, 13, 'LOC')
SEAPARK ROAD	(0, 12, 'LOC')
SEAPARK ROAD	(0, 12, 'LOC')
SEAVIEW AVENUE	(0, 14, 'LOC')
SEAVIEW AVENUE	(0, 14, 'LOC')
SEAVIEW AVENUE NORTH	(0, 20, 'LOC')
SEAVIEW TERRACE	(0, 15, 'LOC')
RIALTO COTTAGES-SECOND AVENUE	(0, 29, 'LOC')
SECOND AVENUE	(0, 13, 'LOC')
SELSKAR TERRACE	(0, 15, 'LOC')
SERPENTINE AVENUE	(0, 17, 'LOC')
SERPENTINE PARK	(0, 15, 'LOC')
SERPENTINE ROAD	(0, 15, 'LOC')
SERPENTINE TERRACE	(0, 18, 'LOC')
SETANTA PLACE	(0, 13, 'LOC')
SEVEN OAKS	(0, 10, 'LOC')
SEVEN OAKS	(0, 10, 'LOC')
RIALTO COTTAGES-SEVENTH AVENUE	(0, 30, 'LOC')
SEVILLE PLACE	(0, 13, 'LOC')
SEVILLE TERRACE	(0, 15, 'LOC')
SHAMROCK COTTAGES	(0, 17, 'LOC')
SHAMROCK PLACE	(0, 14, 'LOC')
SHAMROCK PLACE	(0, 14, 'LOC')
SHAMROCK STREET	(0, 15, 'LOC')
SHAMROCK TERRACE	(0, 16, 'LOC')
SHAMROCK VILLAS	(0, 15, 'LOC')
SHANARD AVENUE	(0, 14, 'LOC')
SHANARD AVENUE	(0, 14, 'LOC')
SHANARD ROAD	(0, 12, 'LOC')
SHANBOLEY ROAD	(0, 14, 'LOC')
SHANBOLEY ROAD	(0, 14, 'LOC')
SHANDON CRESCENT	(0, 16, 'LOC')
SHANDON DRIVE	(0, 13, 'LOC')
SHANDON GARDENS	(0, 15, 'LOC')
SHANDON PARK	(0, 12, 'LOC')
SHANDON PARK	(0, 12, 'LOC')
SHANDON ROAD	(0, 12, 'LOC')
SHANGAN AVENUE	(0, 14, 'LOC')
SHANGAN CRESCENT	(0, 16, 'LOC')
SHANGAN GARDENS	(0, 15, 'LOC')
SHANGAN GREEN	(0, 13, 'LOC')
SHANGAN PARK	(0, 12, 'LOC')
SHANGAN ROAD	(0, 12, 'LOC')
SHANGANAGH ROAD	(0, 15, 'LOC')
SHANGLAS ROAD	(0, 13, 'LOC')
SHANID ROAD	(0, 11, 'LOC')
SHANLISS AVENUE	(0, 15, 'LOC')
SHANLISS WAY	(0, 12, 'LOC')
SHANLISS DRIVE	(0, 14, 'LOC')
SHANLISS GARDENS	(0, 16, 'LOC')
SHANLISS GROVE	(0, 14, 'LOC')
SHANLISS PARK	(0, 13, 'LOC')
SHANLISS ROAD	(0, 13, 'LOC')
SHANLISS WALK	(0, 13, 'LOC')
SHANLISS WAY	(0, 12, 'LOC')
SHANNON TERRACE	(0, 15, 'LOC')
SHANOWEN AVENUE	(0, 15, 'LOC')
SHANOWEN CRESCENT	(0, 17, 'LOC')
SHANOWEN DRIVE	(0, 14, 'LOC')
SHANOWEN GROVE	(0, 14, 'LOC')
SHANOWEN PARK	(0, 13, 'LOC')
SHANOWEN ROAD	(0, 13, 'LOC')
SHANOWEN ROAD	(0, 13, 'LOC')
SHANRATH ROAD	(0, 13, 'LOC')
SHANTALLA AVENUE	(0, 16, 'LOC')
SHANTALLA DRIVE	(0, 15, 'LOC')
SHANTALLA PARK	(0, 14, 'LOC')
SHANTALLA ROAD	(0, 14, 'LOC')
SHANTALLA ROAD	(0, 14, 'LOC')
SHANTALLA ROAD	(0, 14, 'LOC')
SHANVARNA ROAD	(0, 14, 'LOC')
SHAW STREET	(0, 11, 'LOC')
SHAWS LANE	(0, 10, 'LOC')
SHELBOURNE AVENUE	(0, 17, 'LOC')
SHELBOURNE LANE	(0, 15, 'LOC')
SHELBOURNE ROAD	(0, 15, 'LOC')
SHELBOURNE VILLAGE	(0, 18, 'LOC')
SHELMALIER ROAD	(0, 15, 'LOC')
SHELMARTIN AVENUE	(0, 17, 'LOC')
SHELMARTIN TERRACE	(0, 18, 'LOC')
SHERIFF STREET LOWER	(0, 20, 'LOC')
SHERIFF STREET LOWER	(0, 20, 'LOC')
SHERIFF STREET UPPER	(0, 20, 'LOC')
SHERKIN GARDENS	(0, 15, 'LOC')
SHERRARD AVENUE	(0, 15, 'LOC')
SHERRARD COURT	(0, 14, 'LOC')
SHERRARD STREET LOWER	(0, 21, 'LOC')
SHERRARD STREET UPPER	(0, 21, 'LOC')
SHIP STREET GREAT	(0, 17, 'LOC')
SHIP STREET LITTLE	(0, 18, 'LOC')
SHREWSBURY PARK	(0, 15, 'LOC')
SHREWSBURY ROAD	(0, 15, 'LOC')
SIBTHORPE LANE	(0, 14, 'LOC')
SIGURD ROAD	(0, 11, 'LOC')
SILLOGE AVENUE	(0, 14, 'LOC')
SILLOGE GARDENS	(0, 15, 'LOC')
SILLOGE ROAD	(0, 12, 'LOC')
SIMMONS PLACE	(0, 13, 'LOC')
SIMMONSCOURT AVENUE	(0, 19, 'LOC')
SIMMONSCOURT ROAD	(0, 17, 'LOC')
SIMMONSCOURT TERRACE	(0, 20, 'LOC')
SION HILL AVENUE	(0, 16, 'LOC')
SION HILL ROAD	(0, 14, 'LOC')
SIR JOHN ROGERSON'S QUAY	(0, 24, 'LOC')
SIR JOHN ROGERSON'S QUAY	(0, 24, 'LOC')
SIR JOHN ROGERSON'S QUAY	(0, 24, 'LOC')
SITRIC PLACE	(0, 12, 'LOC')
SITRIC ROAD	(0, 11, 'LOC')
RIALTO COTTAGES-SIXTH AVENUE	(0, 28, 'LOC')
SKELLY'S LANE	(0, 13, 'LOC')
SKREEN ROAD	(0, 11, 'LOC')
SLADEMORE AVENUE	(0, 16, 'LOC')
SLADEMORE CLOSE	(0, 15, 'LOC')
SLADEMORE COURT	(0, 15, 'LOC')
SLADEMORE DRIVE	(0, 15, 'LOC')
SLANE ROAD	(0, 10, 'LOC')
SLANEY CLOSE	(0, 12, 'LOC')
SLANEY ROAD	(0, 11, 'LOC')
SLANEY ROAD	(0, 11, 'LOC')
SLEMISH ROAD	(0, 12, 'LOC')
SLIEVEBLOOM PARK	(0, 16, 'LOC')
SLIEVEBLOOM ROAD	(0, 16, 'LOC')
SLIEVEMORE ROAD	(0, 15, 'LOC')
SLIEVENAMON ROAD	(0, 16, 'LOC')
SLIEVENAMON ROAD	(0, 16, 'LOC')
SMITHFIELD	(0, 10, 'LOC')
SMITH'S COTTAGES	(0, 16, 'LOC')
SOMERSET STREET	(0, 15, 'LOC')
SOMERVILLE AVENUE	(0, 17, 'LOC')
SOMERVILLE DRIVE	(0, 16, 'LOC')
SOMERVILLE GREEN	(0, 16, 'LOC')
SOMERVILLE PARK	(0, 15, 'LOC')
SOUTH BANK ROAD	(0, 15, 'LOC')
SOUTH DOCK PLACE	(0, 16, 'LOC')
SOUTH DOCK ROAD	(0, 15, 'LOC')
SOUTH DOCK ROAD	(0, 15, 'LOC')
SOUTH DOCK STREET	(0, 17, 'LOC')
SOUTH HILL	(0, 10, 'LOC')
KING STREET SOUTH	(0, 17, 'LOC')
SOUTH LOTTS ROAD	(0, 16, 'LOC')
SOUTHERN CROSS AVENUE	(0, 21, 'LOC')
SOUTHERN CROSS AVENUE	(0, 21, 'LOC')
SPA ROAD	(0, 8, 'LOC')
SPAFIELD TERRACE	(0, 16, 'LOC')
SPENCER PLACE	(0, 13, 'LOC')
SPENCER ROW	(0, 11, 'LOC')
SPENCER STREET NORTH	(0, 20, 'LOC')
SPENCER STREET SOUTH	(0, 20, 'LOC')
SPERRIN ROAD	(0, 12, 'LOC')
SPIDDAL PARK	(0, 12, 'LOC')
SPIDDAL ROAD	(0, 12, 'LOC')
SPIDDAL ROAD	(0, 12, 'LOC')
SPIRE VIEW LANE	(0, 15, 'LOC')
SPIRE VIEW	(0, 10, 'LOC')
SPITALFIELDS	(0, 12, 'LOC')
SPRING GARDEN LANE	(0, 18, 'LOC')
SPRING GARDEN STREET	(0, 20, 'LOC')
SPRINGDALE ROAD	(0, 15, 'LOC')
SPRINGDALE ROAD	(0, 15, 'LOC')
SPRINGFIELD	(0, 11, 'LOC')
STABLE LANE	(0, 11, 'LOC')
STABLE LANE	(0, 11, 'LOC')
STABLE LANE	(0, 11, 'LOC')
STABLE LANE	(0, 11, 'LOC')
STAMER STREET	(0, 13, 'LOC')
STANNAWAY AVENUE	(0, 16, 'LOC')
STANNAWAY COURT	(0, 15, 'LOC')
STANNAWAY DRIVE	(0, 15, 'LOC')
STANNAWAY ROAD	(0, 14, 'LOC')
STANNAWAY ROAD	(0, 14, 'LOC')
STANFORD GREEN	(0, 14, 'LOC')
STANHOPE STREET	(0, 15, 'LOC')
STANLEY STREET	(0, 14, 'LOC')
STATION ROAD	(0, 12, 'LOC')
STEEVEN'S LANE	(0, 14, 'LOC')
STEPHEN STREET UPPER	(0, 20, 'LOC')
STEPHEN'S LANE	(0, 14, 'LOC')
STEPHEN'S LANE	(0, 14, 'LOC')
STEPHEN'S PLACE	(0, 15, 'LOC')
STEPHEN'S PLACE	(0, 15, 'LOC')
STEPHEN'S PLACE	(0, 15, 'LOC')
STEPHENS ROAD	(0, 13, 'LOC')
THE STILES ROAD	(0, 15, 'LOC')
STILLORGAN ROAD	(0, 15, 'LOC')
STIRRUP LANE	(0, 12, 'LOC')
STIRRUP LANE	(0, 12, 'LOC')
STOKES PLACE	(0, 12, 'LOC')
STONEY ROAD	(0, 11, 'LOC')
STONEYBATTER	(0, 12, 'LOC')
STONEYBATTER	(0, 12, 'LOC')
STORE STREET	(0, 12, 'LOC')
STORMANSTOWN ROAD	(0, 17, 'LOC')
STRAND LANE	(0, 11, 'LOC')
STRAND MEWS	(0, 11, 'LOC')
STRAND ROAD	(0, 11, 'LOC')
STRAND ROAD	(0, 11, 'LOC')
STRAND STREET	(0, 13, 'LOC')
STRAND STREET GREAT	(0, 19, 'LOC')
STRAND STREET LITTLE	(0, 20, 'LOC')
STRANDVILLE AVENUE	(0, 18, 'LOC')
STRANDVILLE AVENUE	(0, 18, 'LOC')
STRANDVILLE AVENUE EAST	(0, 23, 'LOC')
STRANDVILLE AVENUE EAST	(0, 23, 'LOC')
STRANDVILLE PLACE	(0, 17, 'LOC')
STRANGFORD GARDENS	(0, 18, 'LOC')
STRANGFORD ROAD EAST	(0, 20, 'LOC')
STRANGFORD ROAD EAST	(0, 20, 'LOC')
STRASBURG TERRACE	(0, 17, 'LOC')
STRATFORD ROW	(0, 13, 'LOC')
STREAMVILLE ROAD	(0, 16, 'LOC')
STREAMVILLE ROAD	(0, 16, 'LOC')
STRONG'S COURT	(0, 14, 'LOC')
SUFFOLK STREET	(0, 14, 'LOC')
SUIR BRIDGE	(0, 11, 'LOC')
SUIR ROAD	(0, 9, 'LOC')
SULLIVAN COTTAGES	(0, 17, 'LOC')
SULLIVAN STREET	(0, 15, 'LOC')
SUMMER ARCH	(0, 11, 'LOC')
SUMMER PLACE	(0, 12, 'LOC')
SUMMER STREET NORTH	(0, 19, 'LOC')
SUMMER STREET SOUTH	(0, 19, 'LOC')
SUMMER STREET SOUTH	(0, 19, 'LOC')
SUMMERHILL	(0, 10, 'LOC')
SUMMERHILL PARADE	(0, 17, 'LOC')
SUMMERHILL PLACE	(0, 16, 'LOC')
SUMMERVILLE PARK	(0, 16, 'LOC')
SUNBURY GARDENS	(0, 15, 'LOC')
SUNDRIVE PARK	(0, 13, 'LOC')
SUNDRIVE ROAD	(0, 13, 'LOC')
SUSAN TERRACE	(0, 13, 'LOC')
SUSANVILLE ROAD	(0, 15, 'LOC')
SUSSEX ROAD	(0, 11, 'LOC')
SUSSEX TERRACE	(0, 14, 'LOC')
SWAN ALLEY	(0, 10, 'LOC')
SWAN GROVE	(0, 10, 'LOC')
SWAN PLACE	(0, 10, 'LOC')
SWAN YARD	(0, 9, 'LOC')
SWANS NEST AVENUE	(0, 17, 'LOC')
SWANS NEST ROAD	(0, 15, 'LOC')
SWANVILLE PLACE	(0, 15, 'LOC')
SWANWARD COURT	(0, 14, 'LOC')
SWEENEY'S TERRACE	(0, 17, 'LOC')
SWIFT'S ALLEY	(0, 13, 'LOC')
SWIFT'S GROVE	(0, 13, 'LOC')
SWIFT'S ROW	(0, 11, 'LOC')
SWILLY ROAD	(0, 11, 'LOC')
SWORDS ROAD	(0, 11, 'LOC')
SWORDS ROAD	(0, 11, 'LOC')
SWORDS ROAD	(0, 11, 'LOC')
SWORDS STREET	(0, 13, 'LOC')
SYBIL HILL AVENUE	(0, 17, 'LOC')
SYBIL HILL ROAD	(0, 15, 'LOC')
SYCAMORE PARK	(0, 13, 'LOC')
SYCAMORE ROAD	(0, 13, 'LOC')
SYCAMORE ROAD	(0, 13, 'LOC')
SYCAMORE STREET	(0, 15, 'LOC')
SYDENHAM ROAD	(0, 13, 'LOC')
SYDNEY PARADE AVENUE	(0, 20, 'LOC')
SYDNEY PARADE AVENUE	(0, 20, 'LOC')
SYKE'S LANE	(0, 11, 'LOC')
SYNGE LANE	(0, 10, 'LOC')
SYNGE PLACE	(0, 11, 'LOC')
SYNGE STREET	(0, 12, 'LOC')
SYNNOTT PLACE	(0, 13, 'LOC')
SYNNOTT ROW	(0, 11, 'LOC')
TAAFFES PLACE	(0, 13, 'LOC')
TALBOT ARCH	(0, 11, 'LOC')
TALBOT LANE	(0, 11, 'LOC')
TALBOT PLACE	(0, 12, 'LOC')
TALBOT STREET	(0, 13, 'LOC')
TANGIER LANE	(0, 12, 'LOC')
TARA LAWN	(0, 9, 'LOC')
TARA STREET	(0, 11, 'LOC')
TAYLOR'S LANE	(0, 13, 'LOC')
TEMPLE BAR	(0, 10, 'LOC')
TEMPLE BAR SQUARE	(0, 17, 'LOC')
TEMPLE COTTAGES	(0, 15, 'LOC')
TEMPLE GARDENS	(0, 14, 'LOC')
TEMPLE LANE	(0, 11, 'LOC')
TEMPLE LANE NORTH	(0, 17, 'LOC')
TEMPLE LANE NORTH	(0, 17, 'LOC')
TEMPLE LANE SOUTH	(0, 17, 'LOC')
TEMPLE PARK	(0, 11, 'LOC')
TEMPLE PLACE	(0, 12, 'LOC')
TEMPLE ROAD	(0, 11, 'LOC')
TEMPLE STREET	(0, 13, 'LOC')
TEMPLE STREET WEST	(0, 18, 'LOC')
TEMPLE VIEW AVENUE	(0, 18, 'LOC')
TEMPLE VIEW CLOSE	(0, 17, 'LOC')
TEMPLE VIEW COPSE	(0, 17, 'LOC')
TEMPLE VIEW COURT	(0, 17, 'LOC')
